,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
4073,Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,20,15,5657,62295
4074,Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,22,16,5657,55145
4075,Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,20,14,5657,51070
4076,Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,22,16,5657,41135
4077,Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,20,14,5657,47330
4078,Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,20,15,5657,44055
4079,Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,21,15,5657,44410
4080,Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,20,15,5657,58021
4081,Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,20,15,5657,49150
4082,Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,20,15,5657,62590
4083,Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,21,15,5657,63307
4084,Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,20,15,5657,65957
4085,Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,20,15,5657,58410
4086,Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,21,15,5657,46225
4087,Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,21,15,5657,59940
4088,Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,19,15,5657,51861
4089,Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,19,15,5657,61061
4090,Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,19,15,5657,65510
4091,Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,20,15,5657,66347
4092,Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,20,15,5657,62860
4093,Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,20,15,5657,48936
4094,Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,21,15,5657,55370
4095,Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,19,15,5657,68996
4096,Ford,Explorer Sport Trac,2008,regular unleaded,292.0,8.0,AUTOMATIC,all wheel drive,4.0,Compact,Crew Cab Pickup,19,13,5657,31320
4097,Ford,Explorer Sport Trac,2008,regular unleaded,292.0,8.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,19,13,5657,31320
4098,Ford,Explorer Sport Trac,2008,regular unleaded,210.0,6.0,AUTOMATIC,all wheel drive,4.0,Compact,Crew Cab Pickup,19,13,5657,30015
4099,Ford,Explorer Sport Trac,2008,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,19,13,5657,27925
4100,Ford,Explorer Sport Trac,2008,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20,14,5657,25400
4101,Ford,Explorer Sport Trac,2008,regular unleaded,292.0,8.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20,13,5657,28800
4102,Ford,Explorer Sport Trac,2008,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,19,13,5657,30015
4103,Ford,Explorer Sport Trac,2008,regular unleaded,292.0,8.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20,13,5657,26710
4104,Ford,Explorer Sport Trac,2008,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20,14,5657,27490
4105,Ford,Explorer Sport Trac,2008,regular unleaded,292.0,8.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,19,13,5657,29235
4106,Ford,Explorer Sport Trac,2009,regular unleaded,292.0,8.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,21,15,5657,31145
4107,Ford,Explorer Sport Trac,2009,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20,14,5657,29835
4108,Ford,Explorer Sport Trac,2009,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,19,13,5657,28510
4109,Ford,Explorer Sport Trac,2009,regular unleaded,292.0,8.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,19,14,5657,33670
4110,Ford,Explorer Sport Trac,2009,regular unleaded,292.0,8.0,AUTOMATIC,all wheel drive,4.0,Compact,Crew Cab Pickup,19,14,5657,33670
4111,Ford,Explorer Sport Trac,2009,regular unleaded,292.0,8.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,19,14,5657,29820
4112,Ford,Explorer Sport Trac,2009,regular unleaded,292.0,8.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,21,15,5657,27295
4113,Ford,Explorer Sport Trac,2009,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,19,13,5657,32360
4114,Ford,Explorer Sport Trac,2009,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20,14,5657,25985
4115,Ford,Explorer Sport Trac,2009,regular unleaded,210.0,6.0,AUTOMATIC,all wheel drive,4.0,Compact,Crew Cab Pickup,19,13,5657,32360
4116,Ford,Explorer Sport Trac,2010,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20,14,5657,33065
4117,Ford,Explorer Sport Trac,2010,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,19,13,5657,35590
4118,Ford,Explorer Sport Trac,2010,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20,14,5657,28210
4119,Ford,Explorer Sport Trac,2010,regular unleaded,210.0,6.0,AUTOMATIC,all wheel drive,4.0,Compact,Crew Cab Pickup,19,13,5657,35590
4120,Ford,Explorer Sport Trac,2010,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,19,13,5657,30735
4121,Ford,Explorer Sport,2001,regular unleaded,203.0,6.0,MANUAL,four wheel drive,2.0,Midsize,2dr SUV,18,14,5657,24055
4122,Ford,Explorer Sport,2001,regular unleaded,203.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,2dr SUV,20,16,5657,21035
4123,Ford,Explorer Sport,2002,regular unleaded,203.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,2dr SUV,20,15,5657,24615
4124,Ford,Explorer Sport,2002,regular unleaded,203.0,6.0,MANUAL,four wheel drive,2.0,Midsize,2dr SUV,18,14,5657,24240
4125,Ford,Explorer Sport,2002,regular unleaded,203.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,2dr SUV,20,16,5657,21220
4126,Ford,Explorer Sport,2002,regular unleaded,203.0,6.0,AUTOMATIC,four wheel drive,2.0,Midsize,2dr SUV,18,13,5657,26075
4127,Ford,Explorer Sport,2002,regular unleaded,203.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,2dr SUV,20,15,5657,22265
4128,Ford,Explorer Sport,2002,regular unleaded,203.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,2dr SUV,20,15,5657,23055
4129,Ford,Explorer Sport,2002,regular unleaded,203.0,6.0,AUTOMATIC,four wheel drive,2.0,Midsize,2dr SUV,18,13,5657,27780
4130,Ford,Explorer Sport,2002,regular unleaded,203.0,6.0,AUTOMATIC,four wheel drive,2.0,Midsize,2dr SUV,18,13,5657,25285
4131,Ford,Explorer Sport,2003,regular unleaded,203.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,2dr SUV,19,14,5657,23835
4132,Ford,Explorer Sport,2003,regular unleaded,203.0,6.0,AUTOMATIC,four wheel drive,2.0,Midsize,2dr SUV,18,14,5657,25565
4133,Ford,Explorer Sport,2003,regular unleaded,203.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,2dr SUV,19,14,5657,22545
4134,Ford,Explorer Sport,2003,regular unleaded,203.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,2dr SUV,19,14,5657,25595
4135,Ford,Explorer Sport,2003,regular unleaded,203.0,6.0,AUTOMATIC,four wheel drive,2.0,Midsize,2dr SUV,18,14,5657,28760
4136,Ford,Explorer Sport,2003,regular unleaded,203.0,6.0,MANUAL,four wheel drive,2.0,Midsize,2dr SUV,17,14,5657,24890
4137,Ford,Explorer Sport,2003,regular unleaded,203.0,6.0,AUTOMATIC,four wheel drive,2.0,Midsize,2dr SUV,18,14,5657,26915
4138,Ford,Explorer Sport,2003,regular unleaded,203.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,2dr SUV,20,15,5657,21870
4139,Ford,Explorer,2015,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,17,5657,33000
4140,Ford,Explorer,2015,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,17,5657,40200
4141,Ford,Explorer,2015,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,17,5657,38200
4142,Ford,Explorer,2015,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,17,5657,32700
4143,Ford,Explorer,2015,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,17,5657,30700
4144,Ford,Explorer,2015,regular unleaded,365.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,16,5657,43100
4145,Ford,Explorer,2015,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,17,5657,35000
4146,Ford,Explorer,2016,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,16,5657,35400
4147,Ford,Explorer,2016,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,17,5657,41300
4148,Ford,Explorer,2016,regular unleaded,365.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,16,5657,52970
4149,Ford,Explorer,2016,regular unleaded,365.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,16,5657,43500
4150,Ford,Explorer,2016,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,17,5657,31050
4151,Ford,Explorer,2016,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,16,5657,33050
4152,Ford,Explorer,2016,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,16,5657,43300
4153,Ford,Explorer,2016,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,17,5657,33400
4154,Ford,Explorer,2017,regular unleaded,365.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,16,5657,53235
4155,Ford,Explorer,2017,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,16,5657,33310
4156,Ford,Explorer,2017,regular unleaded,280.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,27,19,5657,41525
4157,Ford,Explorer,2017,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,17,5657,33625
4158,Ford,Explorer,2017,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,17,5657,31160
4159,Ford,Explorer,2017,regular unleaded,365.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,16,5657,45205
4160,Ford,Explorer,2017,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,16,5657,35775
4161,Ford,Explorer,2017,regular unleaded,280.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,18,5657,43675
4162,Mitsubishi,Expo,1993,regular unleaded,136.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,26,19,436,2000
4163,Mitsubishi,Expo,1993,regular unleaded,136.0,4.0,MANUAL,four wheel drive,2.0,Compact,2dr Hatchback,22,17,436,2000
4164,Mitsubishi,Expo,1993,regular unleaded,113.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,26,21,436,2000
4165,Mitsubishi,Expo,1993,regular unleaded,136.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,26,19,436,2000
4166,Mitsubishi,Expo,1993,regular unleaded,136.0,4.0,MANUAL,four wheel drive,4.0,Compact,4dr Hatchback,22,17,436,2000
4167,Mitsubishi,Expo,1994,regular unleaded,136.0,4.0,MANUAL,four wheel drive,4.0,Compact,4dr Hatchback,22,18,436,2000
4168,Mitsubishi,Expo,1994,regular unleaded,136.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,24,18,436,2000
4169,Mitsubishi,Expo,1994,regular unleaded,113.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,27,21,436,2000
4170,Mitsubishi,Expo,1994,regular unleaded,136.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,25,19,436,2000
4171,Mitsubishi,Expo,1994,regular unleaded,136.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,25,19,436,2000
4172,Mitsubishi,Expo,1995,regular unleaded,136.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr Hatchback,21,17,436,2000
4173,Mitsubishi,Expo,1995,regular unleaded,136.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,24,18,436,2000
4174,Chevrolet,Express Cargo,2014,flex-fuel (unleaded/E85),310.0,8.0,AUTOMATIC,all wheel drive,3.0,Midsize,Cargo Van,17,13,1385,32760
4175,Chevrolet,Express Cargo,2014,regular unleaded,195.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Cargo Van,19,14,1385,27710
4176,Chevrolet,Express,2014,flex-fuel (unleaded/E85),310.0,8.0,AUTOMATIC,all wheel drive,3.0,Midsize,Passenger Van,17,13,1385,34525
4177,Chevrolet,Express,2014,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,17,11,1385,34160
4178,Chevrolet,Express,2014,flex-fuel (unleaded/E85),310.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,17,13,1385,30970
4179,Chevrolet,Express,2014,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,17,11,1385,36030
4180,Chevrolet,Express,2014,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,17,11,1385,31865
4181,Chevrolet,Express,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,17,11,1385,32190
4182,Chevrolet,Express,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,17,11,1385,34485
4183,Chevrolet,Express,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,17,11,1385,35915
4184,Chevrolet,Express,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,17,11,1385,36700
4185,Chevrolet,Express,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,17,11,1385,36355
4186,Chevrolet,Express,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,17,11,1385,34015
4187,Chevrolet,Express,2016,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,16,11,1385,37500
4188,Chevrolet,Express,2016,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,16,11,1385,32990
4189,Chevrolet,Express,2016,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,16,11,1385,35285
4190,Chevrolet,Express,2016,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,16,11,1385,36715
4191,Chevrolet,Express,2016,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,16,11,1385,34815
4192,Chevrolet,Express,2016,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,16,11,1385,37155
4193,Ford,F-150 Heritage,2004,regular unleaded,202.0,6.0,MANUAL,rear wheel drive,4.0,Large,Extended Cab Pickup,19,15,5657,22295
4194,Ford,F-150 Heritage,2004,regular unleaded,231.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,5657,26160
4195,Ford,F-150 Heritage,2004,regular unleaded,202.0,6.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,18,13,5657,23830
4196,Ford,F-150 Heritage,2004,regular unleaded,202.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,19,15,5657,22315
4197,Ford,F-150 Heritage,2004,regular unleaded,202.0,6.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,18,13,5657,25730
4198,Ford,F-150 Heritage,2004,regular unleaded,202.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,19,15,5657,20490
4199,Ford,F-150 Heritage,2004,regular unleaded,202.0,6.0,MANUAL,rear wheel drive,4.0,Large,Extended Cab Pickup,19,15,5657,25160
4200,Ford,F-150 Heritage,2004,regular unleaded,231.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,5657,26460
4201,Ford,F-150 Heritage,2004,regular unleaded,202.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,19,15,5657,22615
4202,Ford,F-150 Heritage,2004,regular unleaded,202.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,19,15,5657,23160
4203,Ford,F-150 Heritage,2004,regular unleaded,202.0,6.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,18,13,5657,26575
4204,Ford,F-150 Heritage,2004,regular unleaded,202.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,19,15,5657,19910
4205,Ford,F-150 Heritage,2004,regular unleaded,202.0,6.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,18,13,5657,26030
4206,Ford,F-150 Heritage,2004,regular unleaded,202.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,19,15,5657,19610
4207,Ford,F-150 Heritage,2004,regular unleaded,231.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,18,14,5657,22595
4208,Ford,F-150 Heritage,2004,regular unleaded,231.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,18,14,5657,25460
4209,Ford,F-150 Heritage,2004,regular unleaded,231.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,5657,28975
4210,Ford,F-150 Heritage,2004,regular unleaded,202.0,6.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,18,13,5657,23285
4211,Ford,F-150 Heritage,2004,regular unleaded,231.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,5657,29275
4212,Ford,F-150 Heritage,2004,regular unleaded,202.0,6.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,18,13,5657,22985
4213,Ford,F-150 SVT Lightning,1995,regular unleaded,240.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,15,11,5657,4508
4214,Ford,F-150 SVT Lightning,1999,regular unleaded,360.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,15,12,5657,5691
4215,Ford,F-150 SVT Lightning,2000,regular unleaded,360.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,15,12,5657,5860
4216,Ford,F-150,2015,regular unleaded,325.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,23,18,5657,45090
4217,Ford,F-150,2015,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,25,18,5657,34205
4218,Ford,F-150,2015,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,26,19,5657,35310
4219,Ford,F-150,2015,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,25,18,5657,36555
4220,Ford,F-150,2015,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,5657,55305
4221,Ford,F-150,2015,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,21,15,5657,43785
4222,Ford,F-150,2015,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,26,19,5657,39310
4223,Ford,F-150,2015,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,23,17,5657,30975
4224,Ford,F-150,2015,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,21,15,5657,39485
4225,Ford,F-150,2015,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,25,18,5657,31320
4226,Ford,F-150,2015,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,23,17,5657,33515
4227,Ford,F-150,2015,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,5657,52545
4228,Ford,F-150,2015,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,21,15,5657,35360
4229,Ford,F-150,2015,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,26,19,5657,37665
4230,Ford,F-150,2015,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,26,19,5657,39610
4231,Ford,F-150,2015,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,23,17,5657,36055
4232,Ford,F-150,2015,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,25,18,5657,26030
4233,Ford,F-150,2015,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,22,15,5657,51585
4234,Ford,F-150,2015,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,21,15,5657,49120
4235,Ford,F-150,2015,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,25,18,5657,31625
4236,Ford,F-150,2015,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,5657,46140
4237,Ford,F-150,2015,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,26,19,5657,33655
4238,Ford,F-150,2015,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,22,15,5657,49420
4239,Ford,F-150,2015,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,23,17,5657,37630
4240,Ford,F-150,2015,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,26,19,5657,41970
4241,Ford,F-150,2015,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,23,17,5657,34745
4242,Ford,F-150,2015,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,22,15,5657,51885
4243,Ford,F-150,2015,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,23,17,5657,30675
4244,Ford,F-150,2015,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,26,19,5657,41670
4245,Ford,F-150,2015,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,5657,52845
4246,Ford,F-150,2015,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,5657,41840
4247,Ford,F-150,2015,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,25,18,5657,26330
4248,Ford,F-150,2015,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,25,18,5657,30090
4249,Ford,F-150,2015,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,26,19,5657,31200
4250,Ford,F-150,2015,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,25,18,5657,32545
4251,Ford,F-150,2015,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,5657,55010
